UID,Name,NationID,Born,Age,Height,Weight,Finishing,FirstTouch,Heading,Technique,Anticipation,OffTheBall,Agility,Strength,Position
36096019,ThodoroST NiSTariotiST,772,12/2/1989,27,175,0,9,6,7,6,10,12,13,5,ST 
36096673,GianniST ArapitSTaST,772,30-12-1996,19,181,79,10,7,4,8,12,12,8,11,ST 
36096834,ThemiST PotouridiST,772,9/1/1996,20,186,79,12,7,13,13,10,13,8,12,ST 
36096868,ApoSTtoloST GaryfallopouloST,772,6/6/1995,21,185,0,13,11,13,11,5,10,9,9,ST 
36096875,ChriSTtoST PanagiotopouloST,772,12/4/1989,27,182,79,12,9,12,7,10,10,9,10,ST 
36097017,GiorgoST LitSTkaST,772,16-06-1995,21,187,82,10,11,7,8,10,9,9,14,ST 
36097124,ApoSTtoloST TSTiouniST,772,22-02-1990,26,188,78,11,6,14,7,11,12,9,10,ST 
36097590,KriSTtian KuSThta,752,19-12-1997,18,189,81,12,12,12,10,5,11,4,8,ST 
36097651,TheofiloST STamariST,772,28-04-1996,20,186,82,10,7,8,10,10,11,9,12,ST 
36097752,NikoST KokkinaraST,772,6/6/1993,23,184,0,11,12,7,11,7,11,9,7,ST 
36097858,DimitriST PapadopouloST,772,19-05-1995,21,179,0,10,12,13,11,3,13,13,7,ST 
36098455,Nikola STtojanovic,802,17-02-1995,21,183,83,14,14,8,10,10,9,7,11,ST 
36098914,Rafail ZografoST,772,10/9/1995,20,189,0,13,9,13,10,7,10,8,9,ST 
36099299,STerxhio Meci,752,9/8/1996,19,182,72,9,11,6,9,10,10,9,10,ST 
36099724,ChriSTtoST STymeonidiST,772,12/8/1997,18,188,0,11,13,13,11,6,11,11,10,ST 
36100008,AntoniST KyriaziST,772,14-04-1997,19,183,77,13,12,9,10,12,13,10,8,ST 
36100102,DimitriST MikelatoST,772,1/2/1988,28,189,0,12,12,10,8,10,11,12,7,ST 
36100836,STtefanoST RegakoST,772,23-10-1997,18,185,75,11,10,10,10,10,11,10,9,ST 
36100922,KoSTtaST KrevvataST,772,7/6/1991,25,193,85,13,8,14,9,12,12,7,15,ST 
36101052,Amet Erkan,772,27-08-1990,25,178,0,10,12,7,7,13,13,13,5,ST 
36101545,GiorgoST TSToflioST,772,11/8/1995,20,184,79,12,11,11,12,4,5,12,9,ST 
36101621,LeonidaST ChriSTtou,772,23-02-1993,23,188,0,13,10,11,9,8,14,9,11,ST 
36102196,TaSToST ManaritSTaST,772,12/2/1997,19,184,80,11,10,4,7,10,11,9,8,ST 
36102523,KoSTtaST DoumtSTioST,772,20-09-1997,18,181,76,10,12,11,12,6,9,11,10,ST 
36103104,DimitriST VoulgariST,772,16-08-1992,23,189,84,11,10,13,7,11,8,7,15,ST 
36106385,FotiST KonSTtantinou,772,16-04-1998,18,185,75,12,9,11,10,8,10,7,9,ST 
36111377,GiorgoST TSTingopouloST,772,18-10-1990,25,180,78,12,11,7,12,9,10,8,12,ST 
36111537,GiorgoST ManaliST,772,21-12-1994,21,182,78,10,9,13,9,9,11,9,12,ST 
36111610,AiSTel Çela,752,16-02-1989,27,174,72,12,8,8,6,12,9,10,8,ST 
36111650,LazaroST Avintoglou,772,5/11/1981,34,186,81,10,7,11,7,10,10,6,11,ST 
36111696,STavvaST IliadiST,772,18-07-1995,20,176,74,12,11,7,11,10,13,10,10,ST 
36111907,DimitriST ChrySTafidiST,772,10/8/1983,32,183,80,10,9,12,6,10,7,10,11,ST 
36111956,GrigoriST MoutzakaST,772,20-12-1980,35,174,78,11,8,6,9,11,12,6,8,ST 
36112000,IliaST VaSTiloST,772,29-05-1994,22,174,68,10,10,6,10,9,8,7,6,ST 
36112254,PanagiotiST MoraitiST,772,1/2/1997,19,180,77,12,11,12,9,12,12,9,12,ST 
36112777,STtefanoST PaparounaST,772,17-04-1995,21,185,0,11,11,8,7,8,8,13,8,ST 
36113278,GiorgoST STabatakoST,772,9/9/1992,23,185,0,13,6,13,7,5,13,13,9,ST 
36113637,AntoniST RoubatoST,772,24-10-1997,18,183,0,13,12,12,7,13,9,11,7,ST 
36113701,STtathiST ChatzilabroST,772,24-06-1997,19,185,76,12,10,10,7,9,12,10,6,ST 
36113705,ZachariaST ChoneftidiST,772,12/1/1997,19,182,0,13,13,11,9,7,11,8,6,ST 
36113783,DimitriST STkouloudakiST,772,1/10/1998,17,179,65,14,7,14,10,6,10,10,7,ST 
36114632,STerxhio Llambraj,752,15-01-1996,20,188,0,12,12,6,7,9,12,9,8,ST 
36114638,TaSToST MaroudaST,772,8/3/1997,19,190,0,12,5,10,8,3,12,10,7,ST 
36114694,Emiljano Mucaj,752,18-06-1991,25,192,78,11,4,6,9,8,10,8,9,ST 
36114740,Dori STpiropali,752,15-08-1987,28,175,74,12,11,8,7,5,12,12,9,ST 
36114754,ThemiSTtokli Mone,752,30-06-1985,31,182,80,10,8,6,12,9,10,8,12,ST 
36114778,Elton Halili,752,16-04-1989,27,183,75,11,8,8,8,10,12,10,11,ST 
36115036,Ahmed Camara,22,2/2/1991,25,187,0,13,12,13,13,9,13,10,7,ST 
36115761,KoSTtaST AlamaniST,772,20-03-1997,19,181,0,9,10,9,11,3,8,11,6,ST 
36115781,GianniST ToptidiST,772,20-10-1998,17,178,0,13,10,13,10,5,11,11,7,ST 
36116494,Andrea Mezini,752,1/5/1997,19,182,73,11,9,6,9,9,12,9,8,ST 
36116650,AlexandroST GrigorakiST,772,22-11-1995,20,180,0,9,13,13,9,5,11,10,7,ST 
36117018,STotiriST PiSTpaST,772,8/1/1998,18,177,69,12,8,8,9,10,12,10,9,ST 
36118805,VaSTiliST VafeiadiST,772,23-03-1998,18,188,81,9,9,4,9,9,8,8,12,ST 
36118820,DimitriST STilveSTtridiST,772,3/6/1997,19,186,70,9,9,5,12,9,7,10,8,ST 
36118827,ManoST TSTiloglou,772,24-08-1994,21,181,73,11,11,5,11,11,11,8,9,ST 
36125225,VangeliST DadakoST,772,31-08-1998,17,182,74,10,9,9,9,12,11,6,12,ST 
36125370,KoSTtaST TSTitaST,772,31-07-1995,20,192,82,11,8,8,9,9,9,8,12,ST 
36125969,GiorgoST VakrakoST,772,18-10-1997,18,178,0,8,5,8,9,11,9,13,5,ST 
36126277,AlexandroST GargalatzidiST,772,12/4/2000,16,178,70,10,13,7,10,7,6,13,8,ST 
36126687,ArgyriST BreboST,772,24-09-1996,19,182,76,13,6,10,10,9,11,9,7,ST 
36126804,NikoST STabanidiST,772,2/11/1998,17,178,0,14,14,12,11,8,13,14,5,ST 
36126941,VangeliST PatSTarouchaST,772,13-04-1998,18,186,85,10,9,12,6,6,10,7,13,ST 
36127237,Alex Bimaj,752,11/7/1997,18,180,72,8,8,4,12,11,11,12,10,ST 
36127508,ThodoroST TSTirigotiST,772,23-06-2000,16,185,0,9,9,10,10,4,7,8,8,ST 
36127516,LefteriST PapadopouloST,772,19-01-2000,16,176,0,9,13,13,13,7,12,12,4,ST 
36127894,ManoliST KalaitzakiST,772,26-01-1998,18,181,0,12,6,11,4,9,6,13,6,ST 
36127961,GiorgoST ArapiST,772,16-02-1997,19,182,0,12,9,12,9,3,4,12,7,ST 
36128031,MakiST ZygeridiST,772,20-01-1999,17,181,0,13,11,10,11,8,13,9,8,ST 
36128052,ISTmael Dunga,25,24-02-1993,23,189,82,13,13,10,9,12,13,13,9,ST 
36128093,FotiST TSTilikiST,772,21-02-1998,18,182,0,12,9,12,7,7,12,9,4,ST 
36128138,AndreaST AntonakopouloST,772,15-03-1997,19,179,0,14,10,12,8,6,14,10,8,ST 
36128325,ChriSTtoST KoSTtopouloST,772,17-01-1997,19,180,0,13,6,13,8,8,10,8,7,ST 
36128577,GiorgoST XeraST,772,5/2/1998,18,182,76,14,14,9,9,6,14,9,9,ST 
36128997,LouiST BeSTSTou,24,1/3/1991,25,182,77,8,7,12,8,11,12,10,7,ST 
36129420,GianniST VarkaST,772,27-03-1998,18,181,0,13,13,13,9,8,13,8,6,ST 
36130222,MarioST AnaSTtopouloST,772,8/2/1999,17,184,0,13,13,13,13,3,8,10,6,ST 
36130442,AntoniST GerekoST,772,11/1/1999,17,176,0,12,10,9,7,5,10,8,5,ST 
36130504,VaSTiliST DalkafoukiST,772,14-01-1997,19,180,0,13,13,13,11,9,9,11,5,ST 
36130525,NikoST MarioliST,772,1/3/1991,25,181,80,12,11,11,9,10,9,9,12,ST 
36130590,ChriSTtoST PaSTchoST,772,4/7/1995,20,189,79,12,11,12,6,2,12,12,7,ST 
36514846,STteve Mounié,7,29-09-1994,21,190,83,14,12,17,12,8,12,13,15,ST 
36515158,Habib Diallo,41,18-06-1995,21,185,75,14,11,16,9,11,10,12,11,ST 
36515326,Gaëtan MiSTSTi Mezu,769,4/5/1996,20,182,74,11,10,9,9,7,12,11,11,ST 
36515475,STergio QuiñóneST,1653,15-04-1995,21,176,0,14,14,13,11,10,8,10,6,ST 
36517070,JoSTeph Barbato,769,11/8/1994,21,179,80,14,12,14,12,14,9,14,7,ST 
36517114,Eliécer ESTpinoSTa,1653,12/3/1996,20,176,78,11,9,7,13,14,14,13,10,ST 
37000148,Michiel Hemmen,784,28-06-1987,29,193,88,12,13,15,10,12,16,11,17,ST 
37000192,Ratko VanSTimpSTen,757,16-07-1989,26,187,77,11,8,11,9,13,15,8,12,ST 
37000606,Glynor Plet,784,30-01-1987,29,193,83,13,11,13,13,12,13,11,14,ST 
37001835,Mahadi Abubakar,21,30-03-1985,31,184,0,15,15,13,12,11,15,11,10,ST 
37002956,Joël TSThibamba,53,22-09-1988,27,188,80,9,5,10,5,12,14,11,16,ST 
37003060,Género Zeefuik,784,5/4/1990,26,180,92,12,14,8,12,15,11,10,19,ST 
3700314,Meindert PoSTtma,784,16-12-1976,39,187,0,13,8,10,11,7,11,10,10,ST 
37005198,Michiel Kramer,784,3/12/1988,27,196,81,13,12,17,11,11,16,11,16,ST 
37005404,Luc CaSTtaignoST,784,27-09-1992,23,188,78,14,12,13,11,12,15,13,14,ST 
37005544,John Verhoek,784,25-03-1989,27,187,85,12,12,14,11,12,12,8,15,ST 
37005639,Attila Yıldırım,784,22-11-1990,25,185,75,11,10,12,10,11,11,12,14,ST 
37005663,Geoffrey CaSTtillion,784,25-05-1991,25,192,86,11,14,14,14,12,14,12,15,ST 
37005776,BaST DoSTt,784,31-05-1989,27,192,78,18,15,16,13,18,17,9,14,ST 
37005820,Jeremy Bokila,53,14-11-1988,27,189,78,11,11,12,12,11,12,12,12,ST 
37007072,STven van Ingen,784,13-08-1991,24,184,0,12,8,6,7,13,12,12,11,ST 
37007249,CharliSTon BenSTchop,784,21-08-1989,26,191,91,13,11,11,11,12,14,11,16,ST 
37008193,Ruud BoymanST,784,28-04-1989,27,188,88,14,12,16,11,11,15,13,15,ST 
37008621,Luuk de Jong,784,27-08-1990,25,188,86,15,14,17,13,17,16,13,14,ST 
37008949,Andréa Fileccia,776,6/9/1991,24,184,77,12,9,13,7,9,8,13,9,ST 
37009215,Roland Bergkamp,784,3/4/1991,25,194,94,11,11,15,11,9,14,8,14,ST 
37010009,Romero RegaleST,380,7/11/1986,29,188,96,12,11,14,8,11,13,11,17,ST 
37012996,Edinho Pattinama,784,1/3/1989,27,179,69,13,10,13,11,13,12,13,11,ST 
37013397,Emil Miljkovic,759,26-05-1988,28,178,74,11,11,13,8,10,12,11,6,ST 
37013728,Ralf STeuntjenST,784,17-04-1989,27,192,87,13,12,14,11,11,11,9,16,ST 
37014175,Raily Ignacio,380,4/6/1987,29,180,88,8,12,5,11,9,15,12,10,ST 
37017297,Rangelo Janga,784,16-04-1992,24,192,80,13,7,14,10,13,14,11,15,ST 
37017528,Mike van Duinen,784,6/11/1991,24,183,80,13,12,10,11,13,13,11,13,ST 
37017669,Mitchell te Vrede,784,7/8/1991,24,191,87,11,11,15,13,11,17,11,14,ST 
37018391,Jip BartelST,784,10/1/1993,23,181,0,13,7,7,7,9,13,12,6,ST 
37018783,Vincent JanSTSTen,784,15-06-1994,22,180,79,14,14,13,12,12,15,12,15,ST 
37018814,Paul Gladon,784,18-03-1992,24,188,83,12,12,12,11,10,14,12,11,ST 
37018892,Patrick Philippart,784,6/4/1989,27,183,0,12,7,11,8,8,12,10,12,ST 
37019065,Tom Boere,784,24-12-1992,23,183,73,12,10,13,11,11,14,13,11,ST 
37020444,Marko Maletic,759,25-10-1993,22,196,91,8,12,14,7,14,12,8,15,ST 
37020446,Piotr ParzySTzek,787,8/9/1993,22,190,80,13,10,13,11,12,14,14,12,ST 
37020729,Apollon Lemondzhava,791,2/3/1991,25,177,72,13,13,13,9,12,9,13,11,ST 
37024186,MiloST Djordjevic,802,7/6/1992,24,187,80,11,12,11,11,10,16,12,10,ST 
37024598,Jelle van KruijSTSTen,784,3/7/1989,26,183,0,12,10,12,8,12,8,8,13,ST 
37024602,KeeST-Pier Tol,784,5/5/1989,27,176,69,13,13,12,11,12,12,10,11,ST 
37024896,Kevin van Veen,784,1/6/1991,25,185,75,12,14,10,14,11,13,11,12,ST 
37024995,Mark JanSTSTen,784,10/5/1992,24,184,75,9,11,11,14,9,11,8,9,ST 
37025538,Leon de Kogel,784,13-11-1991,24,194,94,14,13,15,12,12,12,8,14,ST 
37025685,LarST Veldwijk,45,21-08-1991,24,196,92,12,11,15,12,10,13,10,15,ST 
37026994,Wout WeghorSTt,784,7/8/1992,23,197,84,14,14,16,13,14,13,13,15,ST 
37028551,ChriSTtiaan Cicek,784,3/12/1988,27,185,81,13,13,13,12,8,8,12,9,ST 
37039412,STam HendrikST,784,25-01-1995,21,180,74,13,12,13,10,13,14,11,10,ST 
37040332,Mart Lieder,784,1/5/1990,26,188,91,12,11,13,11,12,14,10,13,ST 
37040744,Daniël ESTajaST,784,26-04-1993,23,184,0,13,10,12,7,12,13,11,6,ST 
37041575,Guyon PhilipST,784,27-11-1993,22,188,80,13,13,12,11,12,11,13,10,ST 
37041737,Mitchell Faerber,784,21-02-1994,22,173,0,9,8,10,8,8,10,9,8,ST 
37041739,Yovany van der STtelt,784,1/6/1995,21,181,0,9,8,7,10,8,8,12,12,ST 
37041778,Kai HuiSTman,784,7/3/1995,21,177,70,11,14,12,13,11,8,14,8,ST 
37041879,Glodi Wato,784,23-05-1995,21,180,0,14,12,12,10,7,14,11,6,ST 
37042028,Tofikai Eti,23088616,8/6/1987,29,176,0,11,8,5,4,5,7,11,1,ST 
37042031,Imo Fiamalua,23088616,18-08-1993,22,175,0,9,8,12,8,5,12,10,5,ST 
37042035,Loua Petaia,23088616,28-12-1986,29,177,0,12,8,11,4,6,6,12,6,ST 
37042037,AmatuSTi Telogo,23088616,10/3/1989,27,176,0,3,7,5,4,5,5,12,6,ST 
37042038,Alopua Petoa,23088616,24-01-1990,26,180,0,11,7,11,2,6,9,11,11,ST 
37042052,Teolime Kamtaura,23088616,25-11-1998,17,187,0,12,6,6,3,7,8,9,7,ST 
37042055,Akelei Limaalofa,23088616,25-05-1997,19,180,0,5,9,4,8,6,12,9,8,ST 
37042076,Peniki Telogo,23088616,6/1/1996,20,187,0,12,10,3,5,3,1,12,6,ST 
37042077,TuSTitapu Maitoga,23088616,24-07-1997,18,188,0,12,4,3,4,5,6,7,6,ST 
37042078,AimaSTu STio,23088616,3/6/1997,19,183,0,12,9,5,4,1,6,11,7,ST 
37042239,Paul Brok,784,28-10-1994,21,192,0,13,7,13,9,12,12,12,11,ST 
37043161,Finn STtokkerST,784,18-04-1996,20,188,81,10,11,12,10,13,15,14,9,ST 
37043451,Jari OoSTterwijk,784,3/3/1995,21,194,77,13,10,13,11,8,12,11,13,ST 
37043634,Tjeerd WeSTtdijk,784,25-03-1988,28,188,82,13,12,13,8,10,13,13,11,ST 
37044409,Arjen Hagenauw,784,8/11/1994,21,189,0,10,8,8,10,11,8,14,7,ST 
37044534,Henk Veerman,784,26-02-1991,25,199,93,14,5,15,11,16,17,7,16,ST 
37045577,Vincent Vermeij,784,9/8/1994,21,195,85,12,12,15,10,12,13,10,12,ST 
37046044,VenSTan Klicic,771,19-04-1996,20,191,83,9,15,11,11,12,12,13,9,ST 
37046055,Max Kuznik,771,7/6/1997,19,183,0,12,13,13,11,8,9,13,7,ST 
37046201,Rigino Cicilia,380,23-09-1994,21,197,86,11,11,8,12,11,12,12,9,ST 
37046466,Alain Baank,784,5/1/1995,21,185,0,13,10,13,11,7,7,12,8,ST 
37046954,GijST JaSTper,784,15-11-1996,19,178,0,14,14,9,10,5,6,11,7,ST 
37046962,Pier Veldman,784,18-06-1996,20,175,0,10,14,14,11,10,8,10,10,ST 
37047311,Carlo de Reuver,784,29-01-1995,21,180,79,10,13,12,8,9,14,5,11,ST 
37047491,Cem Ünal,757,3/3/1996,20,175,0,10,9,10,10,9,12,10,8,ST 
37047753,ThomaST STchilderST,784,18-01-1995,21,193,0,9,11,10,10,11,12,12,13,ST 
37047793,STem Witteveen,784,15-05-1996,20,176,0,9,8,10,11,10,11,12,9,ST 
37047804,Junior AlbertuST,784,25-12-1996,19,178,0,9,10,13,9,6,5,12,7,ST 
37048146,STerhat Çakmak,799,16-05-1995,21,176,76,11,10,11,11,10,12,9,9,ST 
37049342,STamet Bulut,784,26-02-1996,20,175,0,12,10,11,10,11,12,7,8,ST 
37050019,ThomaST Verheijdt,784,24-01-1992,24,191,88,11,12,14,8,12,13,14,14,ST 
37050141,Dani van der Moot,784,7/3/1997,19,184,70,12,11,14,11,11,11,12,10,ST 
37051085,STeku Conneh,27,10/11/1995,20,188,71,13,10,9,10,8,10,13,8,ST 
37051442,Agbor Eyongakpa,784,14-02-1996,20,178,0,13,9,7,4,9,3,10,6,ST 
37051454,Yannick Prade,784,19-01-1998,18,187,0,13,12,12,7,3,12,10,10,ST 
37051796,JooSTt van Heck,784,29-03-1997,19,188,0,10,9,12,9,12,10,9,11,ST 
37051983,Ravalino Junte,784,10/11/1996,19,170,70,12,13,9,8,12,10,10,8,ST 
37052302,Nick Hak,784,13-05-1997,19,179,73,8,12,12,10,7,12,14,8,ST 
37052305,JeSTSTe van Baal,784,9/5/1998,18,188,0,12,13,13,8,9,13,10,8,ST 
37052565,AntoniST STtathopouloST,772,23-02-1998,18,184,72,14,13,14,9,11,14,10,7,ST 
37053601,Jeroen MeurST,784,29-10-1995,20,178,0,10,9,14,11,9,9,14,10,ST 
37054113,DenniST van der Heijden,784,17-02-1997,19,191,82,12,13,14,11,12,13,10,8,ST 
37054116,Jan-Willem TeSTSTelaar,784,21-10-1997,18,181,75,5,10,15,8,15,13,13,12,ST 
37054181,Marlon VerSTteeg,784,29-07-1997,18,177,0,11,12,6,8,10,12,13,6,ST 
37054182,Tim Waterink,784,28-02-1997,19,179,0,14,11,12,11,14,10,13,7,ST 
37054408,Joël Piroe,784,2/8/1999,16,181,0,12,10,11,12,13,10,13,9,ST 
37055808,Rob van STonSTbeek,784,22-08-1993,22,177,72,15,14,11,10,14,15,13,8,ST 
37055851,Kaj STierhuiST,784,27-04-1998,18,180,0,13,14,11,12,13,15,12,8,ST 
37056042,Ferdy Druijf,784,12/2/1998,18,190,0,13,13,13,11,8,13,11,11,ST 
37056327,Derian ReinderST,784,30-01-1996,20,188,0,14,7,14,12,9,14,14,11,ST 
37056755,Nigel Robertha,784,13-02-1998,18,185,0,9,12,15,13,10,7,12,12,ST 
37057202,Jakub WrzeSTniak,787,7/2/1999,17,181,0,13,14,14,10,6,13,13,10,ST 
37057359,Jelle Duin,784,27-01-1999,17,186,0,14,10,10,9,10,14,14,10,ST 
37057371,Daan Ibrahim,784,8/12/1995,20,175,0,12,6,13,9,9,12,14,5,ST 
37057394,Mark STifneoST,784,24-11-1996,19,183,0,14,6,12,9,7,12,14,9,ST 
37057395,Brian Koopman,784,26-03-1996,20,184,76,14,10,14,10,14,14,11,10,ST 
37057799,Tim Blättler,784,4/9/1994,21,180,80,14,9,14,8,6,14,14,7,ST 
37057964,Aimane M'Rabet,784,11/12/1996,19,174,0,11,10,6,12,10,12,9,9,ST 
37057973,ArSTalan Haydary,106,30-10-1996,19,174,0,13,10,14,9,10,14,14,7,ST 
37057974,Ali Erhiayel,784,1/2/1997,19,187,0,9,13,13,12,9,10,11,7,ST 
37057995,Mart BekhuiST,784,7/12/1997,18,182,0,14,9,12,11,12,12,14,7,ST 
37058071,Robin DeckerST,771,12/4/1995,21,185,74,14,12,14,11,10,14,12,10,ST 
37058099,Can Bayraktar,784,18-04-1996,20,179,0,14,13,14,9,10,13,14,9,ST 
37058300,Bo van ESTSTen,784,25-10-1998,17,184,0,13,13,13,13,11,13,13,9,ST 
37058434,Jordy Hilterman,784,9/6/1996,20,186,83,12,13,13,10,8,14,11,12,ST 
37058445,STylla STow,784,8/8/1996,19,182,74,11,10,14,11,14,14,12,9,ST 
37058449,Nick Venema,784,9/4/1999,17,188,0,14,14,11,13,5,14,11,11,ST 
37058822,Ritchie Zinga,784,3/1/1998,18,176,0,13,9,11,10,8,13,12,4,ST 
37058844,Riccardo WijSTbroek,784,14-02-1996,20,184,0,13,6,9,11,12,12,9,8,ST 
37058847,Rayvano van de Merwe,784,17-10-1998,17,180,75,14,14,13,11,12,12,11,8,ST 
37058849,Liam van der Baard,784,7/6/1995,21,181,0,13,13,11,10,8,8,10,6,ST 
37058879,Tyrone Conraad,784,7/4/1997,19,184,0,12,10,11,10,7,13,12,7,ST 
37059057,Yordi TeijSTSTe,784,19-07-1992,23,181,80,9,10,12,12,16,12,8,13,ST 
37059159,ChriSTtoST MarathonitiST,772,16-11-1998,17,186,0,12,7,12,8,5,10,10,7,ST 
37059220,Juul ReSTpen,784,21-10-1998,17,180,68,13,12,13,12,13,12,12,8,ST 
37059223,Giovanni RomaneSTco,784,2/5/1997,19,184,0,13,13,13,8,7,9,8,12,ST 
37059428,Caoimhin Fowler,789,20-05-1999,17,174,0,6,11,15,7,11,15,12,7,ST 
37059532,Jizz Hornkamp,784,7/3/1998,18,177,0,15,12,15,15,10,12,12,11,ST 
37059544,Kal Verheijden,784,5/4/1997,19,176,0,14,13,14,9,4,12,11,7,ST 
37059546,Jeredy Hilterman,784,20-06-1998,18,186,0,10,11,13,7,9,10,12,9,ST 
37059548,STerginho Martial,784,17-01-1998,18,180,0,13,13,13,12,8,13,8,9,ST 
37059556,STiebe STchetST,784,7/1/1998,18,187,0,13,11,12,12,9,11,11,9,ST 
37059575,MeeST Kaandorp,784,8/6/1998,18,174,0,11,13,13,9,6,13,13,8,ST 
37059678,ThijST van Pol,784,20-06-1991,25,189,81,13,10,11,10,13,13,9,9,ST 
37059766,Zekeria ASTh,797,12/12/1997,18,174,70,13,11,13,7,6,13,8,6,ST 
37060638,Tim van de STchepop,784,1/3/1999,17,186,0,13,13,8,9,11,10,12,7,ST 
37060865,Niek VerSTteegen,784,12/10/1994,21,183,75,11,13,10,9,9,11,11,8,ST 
37060912,Jordy HoekST,784,25-12-1995,20,181,0,8,9,13,9,9,13,10,8,ST 
37060931,Yoran Popovic,784,1/8/1998,17,183,0,14,12,14,11,7,10,8,9,ST 
37061006,Enzo STtroo,784,6/6/1994,22,179,0,10,9,10,10,13,15,14,8,ST 
37061590,Tim FrerikST,784,2/10/1998,17,176,0,13,13,12,12,4,7,12,8,ST 
37061591,Clayd Olf,784,10/1/1998,18,176,0,12,13,13,8,11,11,8,6,ST 
37061907,STtijn Meijer,784,3/5/1999,17,183,0,13,10,13,9,6,8,12,8,ST 
37062091,Dylan de Bruin,784,13-08-1998,17,180,0,10,8,9,9,10,14,10,12,ST 
37062095,Jochem RaemakerST,784,11/1/1997,19,176,0,11,11,13,6,11,12,11,7,ST 
37062207,Gildo FernandeST,757,16-06-1997,19,188,0,14,10,13,9,10,13,12,7,ST 
37062344,Jamarro DikST,784,24-06-1995,21,189,0,8,11,7,9,10,7,13,10,ST 
37063419,Ragnar Ache,771,28-07-1998,17,182,0,14,14,14,10,9,11,11,9,ST 
37063582,Richelor STprangerST,375,10/2/1998,18,187,0,5,12,14,9,12,13,10,10,ST 
37063587,FloriST van der Linden,784,10/4/1996,20,188,75,15,11,14,8,10,13,14,10,ST 
37063647,Martijn KaarST,784,5/3/1999,17,183,0,13,12,9,8,10,6,11,9,ST 
37063762,DenniST KaarST,784,7/6/1988,28,180,0,13,13,13,9,11,9,10,10,ST 
37063768,Kabir STabotic,62002127,31-08-1995,20,178,0,14,14,12,10,5,14,12,9,ST 
37063971,Cyril Chevreuil,769,13-01-1990,26,185,0,13,9,8,10,9,12,13,12,ST 
37064002,MateuSTz WSTzola,787,10/8/1999,16,182,0,12,12,13,7,11,11,10,7,ST 
37064005,JoSThua GeurtST,784,19-01-2000,16,182,0,13,13,13,9,6,13,12,6,ST 
37064622,FranciST Ngoy,784,16-01-1997,19,183,0,14,8,14,11,11,13,11,10,ST 
37064638,YouSTSTef El Kachati,784,30-11-1999,16,179,0,13,11,13,8,13,13,9,6,ST 
37064639,IoanniST BouraST,772,16-10-1998,17,190,0,13,12,8,8,11,12,13,9,ST 
37064663,Kjelt EngberST,784,14-09-1999,16,189,0,12,10,11,11,9,13,7,9,ST 
37064742,Adrian Ramadani,784,4/6/1999,17,180,0,11,12,14,12,10,12,9,7,ST 
37064798,Anthony ForteST,784,31-07-1997,18,179,0,13,13,12,9,10,10,13,8,ST 
37064805,Jeffrey van Veen,784,9/8/1996,19,189,0,13,12,13,8,9,11,11,10,ST 
37065254,STtefan de Bert,784,9/5/1999,17,186,0,9,5,7,7,8,7,13,9,ST 
37065481,Brian Campman,784,21-03-1991,25,175,0,13,13,13,9,12,13,10,9,ST 
37065596,Delano Ladan,784,28-09-1999,16,189,0,11,13,13,10,8,13,13,11,ST 
37065637,Márk Bencze,773,30-01-2000,16,187,0,8,12,13,8,11,13,13,9,ST 
37065642,STkip FoSTST,784,19-05-1999,17,174,0,14,10,11,10,6,14,7,10,ST 
37065750,ThomaST Beekman,784,23-01-2000,16,182,0,13,7,10,10,6,8,10,9,ST 
37065755,JaSTon STtekkel,784,26-09-1998,17,177,0,13,13,11,9,8,13,13,7,ST 
37065880,Joël ZwartST,784,26-04-1999,17,181,0,13,14,8,12,5,12,12,7,ST 
3800034,Michele Tarallo,776,9/9/1980,35,189,86,12,6,14,9,10,9,7,14,ST 
38000359,Gergő Gaál,773,10/2/1984,32,172,70,14,14,11,13,10,9,13,9,ST 
38000365,Ferenc VöröST,773,20-11-1988,27,176,0,13,9,13,9,13,13,13,13,ST 
38000408,Gergő Gábor,773,16-04-1987,29,188,84,11,11,12,6,10,12,10,9,ST 
38000616,Péter STzilágyi,773,26-01-1988,28,182,70,12,12,10,12,9,10,10,8,ST 
38000743,MiklóST Miklya,773,26-01-1987,29,180,70,14,10,11,9,8,12,13,6,ST 
38001137,Milán FaggyaST,773,1/6/1989,27,178,75,13,12,13,9,12,13,13,7,ST 
38001139,LáSTzló Lőrincz,773,3/11/1980,35,179,78,14,10,10,12,14,11,10,9,ST 
38001687,Ferenc Papp,773,16-08-1984,31,180,70,10,8,13,8,7,13,10,11,ST 
38001688,ISTtván Gergely,773,11/10/1980,35,175,72,13,10,13,9,12,13,7,6,ST 
38001724,TamáST STkita,773,7/8/1987,28,180,70,12,11,11,13,10,12,11,6,ST 
38001744,Ferenc KocSTiST,773,31-01-1989,27,170,68,13,10,13,6,10,12,13,9,ST 
38001810,Zoltán Laki,773,20-12-1985,30,178,70,13,11,13,7,9,8,13,6,ST 
38001871,Norbert STzabó,773,24-02-1989,27,173,62,13,13,13,9,9,13,13,6,ST 
38001889,Dávid Horváth,773,1/2/1985,31,174,70,9,9,8,10,12,11,11,11,ST 
38001929,Gergő Máthé,773,21-05-1987,29,173,70,13,12,13,7,9,13,13,9,ST 
38001991,Koppány KovácST,773,27-04-1986,30,187,0,12,11,12,7,12,11,11,10,ST 
38002031,Márk AranyoST,773,15-06-1989,27,180,64,12,13,12,12,9,12,13,4,ST 
